participant,item,mass,answer,group,lang,native,Frequent,LIKERT,MINT,,,,NIVEL
28,leches ,m,0,L2SP,SP,0,f,6,26,,,,
28,nubes,nm,0,L2SP,SP,0,nf,2,26,,,,
28,muertes ,m,0,L2SP,SP,0,f,6,26,,,,
28,arboles,nm,0,L2SP,SP,0,f,7,26,,,,
28,buzones,nm,0,L2SP,SP,0,nf,2,26,,,,
28,calles,nm,1,L2SP,SP,0,f,7,26,,,,
28,carnes ,m,0,L2SP,SP,0,nf,2,26,,,,
28,clases,nm,1,L2SP,SP,0,f,6,26,,,,
29,lapices,nm,1,L2SP,SP,0,f,9,20,,,,B
29,jardines,nm,0,L2SP,SP,0,nf,1,20,,,,
29,coches,nm,0,L2SP,SP,0,f,5,20,,,,
29,paises,nm,0,L2SP,SP,0,f,5,20,,,,
29,caries,nm,0,L2SP,SP,0,nf,1,20,,,,
29,peines,nm,0,L2SP,SP,0,nf,1,20,,,,
29,fuentes,nm,0,L2SP,SP,0,nf,1,20,,,,
29,sobres,nm,0,L2SP,SP,0,nf,1,20,,,,
29,leches ,m,0,L2SP,SP,0,f,4,20,,,,
29,nubes,nm,0,L2SP,SP,0,nf,1,20,,,,
29,muertes ,m,1,L2SP,SP,0,f,5,20,,,,
29,arboles,nm,0,L2SP,SP,0,f,5,20,,,,
29,buzones,nm,0,L2SP,SP,0,nf,1,20,,,,
29,calles,nm,1,L2SP,SP,0,f,6,20,,,,
29,carnes ,m,0,L2SP,SP,0,nf,2,20,,,,
29,clases,nm,0,L2SP,SP,0,f,6,20,,,,
30,lapices,nm,1,L2SP,SP,0,f,6,15,,,,B
30,jardines,nm,0,L2SP,SP,0,nf,2,15,,,,
30,coches,nm,0,L2SP,SP,0,f,6,15,,,,
30,paises,nm,1,L2SP,SP,0,f,6,15,,,,
30,caries,nm,0,L2SP,SP,0,nf,7,15,,,,
30,peines,nm,0,L2SP,SP,0,nf,2,15,,,,
30,fuentes,nm,1,L2SP,SP,0,nf,2,15,,,,
30,sobres,nm,0,L2SP,SP,0,nf,2,15,,,,
30,leches ,m,1,L2SP,SP,0,f,6,15,,,,
30,nubes,nm,1,L2SP,SP,0,nf,2,15,,,,
30,muertes ,m,0,L2SP,SP,0,f,6,15,,,,
30,arboles,nm,0,L2SP,SP,0,f,5,15,,,,
30,buzones,nm,1,L2SP,SP,0,nf,2,15,,,,
30,calles,nm,0,L2SP,SP,0,f,7,15,,,,
30,carnes ,m,1,L2SP,SP,0,nf,2,15,,,,
30,clases,nm,1,L2SP,SP,0,f,7,15,,,,
1,haoalim,m,1,L2HB,HB,0,f,7,38,,,,I
1,heshojliot,m,0,L2HB,HB,0,nf,2,38,,,,
1,ubalim,m,0,L2HB,HB,0,nf,2,38,,,,
1,daltot,m,0,L2HB,HB,0,nf,2,38,,,,
1,psukim,m,1,L2HB,HB,0,f,7,38,,,,
1,dbarim,m,0,L2HB,HB,0,nf,2,38,,,,
1,mehot,m,1,L2HB,HB,0,f,7,38,,,,
1,todot,m,0,L2HB,HB,0,nf,3,38,,,,
1,januyot,m,0,L2HB,HB,0,nf,2,38,,,,
1,matanot,m,1,L2HB,HB,0,f,7,38,,,,
1,yamim,m,1,L2HB,HB,0,f,2,38,,,,
1,mitot,m,1,L2HB,HB,0,f,7,38,,,,
1,shtijim,m,1,L2HB,HB,0,f,7,38,,,,
1,tojniot,m,0,L2HB,HB,0,nf,2,38,,,,
1,sfarim,m,0,L2HB,HB,0,nf,5,38,,,,
1,seratim,m,1,L2HB,HB,0,f,2,38,,,,
2,haoalim,m,0,L2HB,HB,0,f,3,14,,,,B
2,heshojliot,m,0,L2HB,HB,0,nf,1,14,,,,
2,ubalim,m,0,L2HB,HB,0,nf,1,14,,,,
2,daltot,m,0,L2HB,HB,0,nf,2,14,,,,
2,psukim,m,0,L2HB,HB,0,f,3,14,,,,
2,dbarim,m,0,L2HB,HB,0,nf,1,14,,,,
2,mehot,m,1,L2HB,HB,0,f,3,14,,,,
2,todot,m,0,L2HB,HB,0,nf,1,14,,,,
2,januyot,m,0,L2HB,HB,0,nf,2,14,,,,
2,matanot,m,1,L2HB,HB,0,f,3,14,,,,
2,yamim,m,0,L2HB,HB,0,f,1,14,,,,
2,mitot,m,0,L2HB,HB,0,f,5,14,,,,
2,shtijim,m,1,L2HB,HB,0,f,3,14,,,,
2,tojniot,m,0,L2HB,HB,0,nf,1,14,,,,
2,sfarim,m,0,L2HB,HB,0,nf,2,14,,,,
2,seratim,m,0,L2HB,HB,0,f,3,14,,,,
3,haoalim,m,0,L2HB,HB,0,f,2,12,,,,B
3,heshojliot,m,0,L2HB,HB,0,nf,3,12,,,,
3,ubalim,m,0,L2HB,HB,0,nf,4,12,,,,
3,daltot,m,0,L2HB,HB,0,nf,2,12,,,,
3,psukim,m,1,L2HB,HB,0,f,4,12,,,,
3,dbarim,m,0,L2HB,HB,0,nf,3,12,,,,
3,mehot,m,0,L2HB,HB,0,f,6,12,,,,
3,todot,m,0,L2HB,HB,0,nf,2,12,,,,
3,januyot,m,0,L2HB,HB,0,nf,5,12,,,,
3,matanot,m,1,L2HB,HB,0,f,3,12,,,,
3,yamim,m,0,L2HB,HB,0,f,3,12,,,,
3,mitot,m,1,L2HB,HB,0,f,7,12,,,,
3,shtijim,m,0,L2HB,HB,0,f,4,12,,,,
3,tojniot,m,0,L2HB,HB,0,nf,3,12,,,,
3,sfarim,m,0,L2HB,HB,0,nf,2,12,,,,
3,seratim,m,1,L2HB,HB,0,f,5,12,,,,
4,haoalim,m,0,L2HB,HB,0,f,6,10,,,,B
4,heshojliot,m,0,L2HB,HB,0,nf,4,10,,,,
4,ubalim,m,0,L2HB,HB,0,nf,3,10,,,,
4,daltot,m,0,L2HB,HB,0,nf,3,10,,,,
4,psukim,m,0,L2HB,HB,0,f,5,10,,,,
4,dbarim,m,0,L2HB,HB,0,nf,4,10,,,,
4,mehot,m,0,L2HB,HB,0,f,7,10,,,,
4,todot,m,0,L2HB,HB,0,nf,4,10,,,,
4,januyot,m,0,L2HB,HB,0,nf,4,10,,,,
4,matanot,m,0,L2HB,HB,0,f,4,10,,,,
4,yamim,m,0,L2HB,HB,0,f,3,10,,,,
4,mitot,m,0,L2HB,HB,0,f,6,10,,,,
4,shtijim,m,0,L2HB,HB,0,f,5,10,,,,
4,tojniot,m,0,L2HB,HB,0,nf,3,10,,,,
4,sfarim,m,0,L2HB,HB,0,nf,4,10,,,,
4,seratim,m,0,L2HB,HB,0,f,4,10,,,,
5,haoalim,m,0,L2HB,HB,0,f,5,24,,,,I
5,heshojliot,m,0,L2HB,HB,0,nf,2,24,,,,
5,ubalim,m,0,L2HB,HB,0,nf,4,24,,,,
5,daltot,m,0,L2HB,HB,0,nf,1,24,,,,
5,psukim,m,0,L2HB,HB,0,f,4,24,,,,
5,dbarim,m,0,L2HB,HB,0,nf,3,24,,,,
5,mehot,m,0,L2HB,HB,0,f,6,24,,,,
5,todot,m,0,L2HB,HB,0,nf,3,24,,,,
5,januyot,m,0,L2HB,HB,0,nf,7,24,,,,
5,matanot,m,0,L2HB,HB,0,f,5,24,,,,
5,yamim,m,0,L2HB,HB,0,f,5,24,,,,
5,mitot,m,0,L2HB,HB,0,f,6,24,,,,
5,shtijim,m,0,L2HB,HB,0,f,5,24,,,,
5,tojniot,m,0,L2HB,HB,0,nf,3,24,,,,
5,sfarim,m,0,L2HB,HB,0,nf,5,24,,,,
5,seratim,m,0,L2HB,HB,0,f,4,24,,,,
6,haoalim,m,0,L2HB,HB,0,f,3,14,,,,B
6,heshojliot,m,0,L2HB,HB,0,nf,2,14,,,,
6,ubalim,m,0,L2HB,HB,0,nf,2,14,,,,
6,daltot,m,0,L2HB,HB,0,nf,1,14,,,,
6,psukim,m,0,L2HB,HB,0,f,3,14,,,,
6,dbarim,m,0,L2HB,HB,0,nf,1,14,,,,
6,mehot,m,0,L2HB,HB,0,f,4,14,,,,
6,todot,m,0,L2HB,HB,0,nf,3,14,,,,
6,januyot,m,0,L2HB,HB,0,nf,1,14,,,,
6,matanot,m,0,L2HB,HB,0,f,3,14,,,,
6,yamim,m,0,L2HB,HB,0,f,3,14,,,,
6,mitot,m,1,L2HB,HB,0,f,5,14,,,,
6,shtijim,m,0,L2HB,HB,0,f,3,14,,,,
6,tojniot,m,0,L2HB,HB,0,nf,2,14,,,,
6,sfarim,m,0,L2HB,HB,0,nf,2,14,,,,
6,seratim,m,1,L2HB,HB,0,f,3,14,,,,
7,haoalim,m,1,L2HB,HB,0,f,8,20,,,,I
7,heshojliot,m,1,L2HB,HB,0,nf,5,20,,,,
7,ubalim,m,0,L2HB,HB,0,nf,7,20,,,,
7,daltot,m,0,L2HB,HB,0,nf,2,20,,,,
7,psukim,m,0,L2HB,HB,0,f,9,20,,,,
7,dbarim,m,,L2HB,HB,0,nf,2,20,,,,
7,mehot,m,0,L2HB,HB,0,f,9,20,,,,
7,todot,m,0,L2HB,HB,0,nf,2,20,,,,
7,januyot,m,0,L2HB,HB,0,nf,7,20,,,,
7,matanot,m,0,L2HB,HB,0,f,9,20,,,,
7,yamim,m,0,L2HB,HB,0,f,5,20,,,,
7,mitot,m,0,L2HB,HB,0,f,9,20,,,,
7,shtijim,m,0,L2HB,HB,0,f,8,20,,,,
7,tojniot,m,0,L2HB,HB,0,nf,4,20,,,,
7,sfarim,m,0,L2HB,HB,0,nf,4,20,,,,
7,seratim,m,0,L2HB,HB,0,f,8,20,,,,
8,haoalim,m,0,L2HB,HB,0,f,5,5,,,,B
8,heshojliot,m,0,L2HB,HB,0,nf,5,5,,,,
8,ubalim,m,0,L2HB,HB,0,nf,7,5,,,,
8,daltot,m,0,L2HB,HB,0,nf,7,5,,,,
8,psukim,m,0,L2HB,HB,0,f,9,5,,,,
8,dbarim,m,1,L2HB,HB,0,nf,5,5,,,,
8,mehot,m,0,L2HB,HB,0,f,7,5,,,,
8,todot,m,0,L2HB,HB,0,nf,4,5,,,,
8,januyot,m,0,L2HB,HB,0,nf,9,5,,,,
8,matanot,m,0,L2HB,HB,0,f,9,5,,,,
8,yamim,m,0,L2HB,HB,0,f,6,5,,,,
8,mitot,m,0,L2HB,HB,0,f,7,5,,,,
8,shtijim,m,0,L2HB,HB,0,f,6,5,,,,
8,tojniot,m,0,L2HB,HB,0,nf,9,5,,,,
8,sfarim,m,0,L2HB,HB,0,nf,5,5,,,,
8,seratim,m,0,L2HB,HB,0,f,4,5,,,,
9,haoalim,m,0,L2HB,HB,0,f,3,11,,,,B
9,heshojliot,m,0,L2HB,HB,0,nf,3,11,,,,
9,ubalim,m,0,L2HB,HB,0,nf,3,11,,,,
9,daltot,m,0,L2HB,HB,0,nf,2,11,,,,
9,psukim,m,0,L2HB,HB,0,f,2,11,,,,
9,dbarim,m,0,L2HB,HB,0,nf,2,11,,,,
9,mehot,m,0,L2HB,HB,0,f,6,11,,,,
9,todot,m,0,L2HB,HB,0,nf,4,11,,,,
9,januyot,m,0,L2HB,HB,0,nf,2,11,,,,
9,matanot,m,0,L2HB,HB,0,f,7,11,,,,
9,yamim,m,0,L2HB,HB,0,f,4,11,,,,
9,mitot,m,1,L2HB,HB,0,f,5,11,,,,
9,shtijim,m,0,L2HB,HB,0,f,7,11,,,,
9,tojniot,m,0,L2HB,HB,0,nf,2,11,,,,
9,sfarim,m,0,L2HB,HB,0,nf,4,11,,,,
9,seratim,m,1,L2HB,HB,0,f,5,11,,,,
10,haoalim,m,0,L2HB,HB,0,f,9,25,,,,I
10,heshojliot,m,0,L2HB,HB,0,nf,2,25,,,,
10,ubalim,m,0,L2HB,HB,0,nf,2,25,,,,
10,daltot,m,0,L2HB,HB,0,nf,1,25,,,,
10,psukim,m,0,L2HB,HB,0,f,9,25,,,,
10,dbarim,m,0,L2HB,HB,0,nf,7,25,,,,
10,mehot,m,0,L2HB,HB,0,f,9,25,,,,
10,todot,m,0,L2HB,HB,0,nf,2,25,,,,
10,januyot,m,0,L2HB,HB,0,nf,1,25,,,,
10,matanot,m,0,L2HB,HB,0,f,9,25,,,,
10,yamim,m,0,L2HB,HB,0,f,9,25,,,,
10,mitot,m,0,L2HB,HB,0,f,7,25,,,,
10,shtijim,m,0,L2HB,HB,0,f,9,25,,,,
10,tojniot,m,0,L2HB,HB,0,nf,7,25,,,,
10,sfarim,m,0,L2HB,HB,0,nf,2,25,,,,
10,seratim,m,0,L2HB,HB,0,f,7,25,,,,
11,haoalim,m,1,L2HB,HB,0,f,6,19,,,,B
11,heshojliot,m,0,L2HB,HB,0,nf,2,19,,,,
11,ubalim,m,0,L2HB,HB,0,nf,1,19,,,,
11,daltot,m,0,L2HB,HB,0,nf,1,19,,,,
11,psukim,m,1,L2HB,HB,0,f,6,19,,,,
11,dbarim,m,0,L2HB,HB,0,nf,3,19,,,,
11,mehot,m,0,L2HB,HB,0,f,5,19,,,,
11,todot,m,0,L2HB,HB,0,nf,1,19,,,,
11,januyot,m,0,L2HB,HB,0,nf,1,19,,,,
11,matanot,m,1,L2HB,HB,0,f,6,19,,,,
11,yamim,m,0,L2HB,HB,0,f,2,19,,,,
11,mitot,m,1,L2HB,HB,0,f,5,19,,,,
11,shtijim,m,1,L2HB,HB,0,f,6,19,,,,
11,tojniot,m,0,L2HB,HB,0,nf,1,19,,,,
11,sfarim,m,0,L2HB,HB,0,nf,1,19,,,,
11,seratim,m,1,L2HB,HB,0,f,3,19,,,,
12,haoalim,m,1,L2HB,HB,0,f,7,31,,,,I
12,heshojliot,m,1,L2HB,HB,0,nf,4,31,,,,
12,ubalim,m,1,L2HB,HB,0,nf,5,31,,,,
12,daltot,m,0,L2HB,HB,0,nf,2,31,,,,
12,psukim,m,1,L2HB,HB,0,f,8,31,,,,
12,dbarim,m,0,L2HB,HB,0,nf,5,31,,,,
12,mehot,m,1,L2HB,HB,0,f,6,31,,,,
12,todot,m,0,L2HB,HB,0,nf,3,31,,,,
12,januyot,m,0,L2HB,HB,0,nf,3,31,,,,
12,matanot,m,1,L2HB,HB,0,f,5,31,,,,
12,yamim,m,1,L2HB,HB,0,f,5,31,,,,
12,mitot,m,1,L2HB,HB,0,f,7,31,,,,
12,shtijim,m,1,L2HB,HB,0,f,7,31,,,,
12,tojniot,m,0,L2HB,HB,0,nf,3,31,,,,
12,sfarim,m,0,L2HB,HB,0,nf,4,31,,,,
12,seratim,m,1,L2HB,HB,0,f,6,31,,,,
13,haoalim,m,1,L2HB,HB,0,f,7,39,,,,A
13,heshojliot,m,0,L2HB,HB,0,nf,4,39,,,,
13,ubalim,m,0,L2HB,HB,0,nf,5,39,,,,
13,daltot,m,0,L2HB,HB,0,nf,1,39,,,,
13,psukim,m,1,L2HB,HB,0,f,6,39,,,,
13,dbarim,m,0,L2HB,HB,0,nf,2,39,,,,
13,mehot,m,1,L2HB,HB,0,f,8,39,,,,
13,todot,m,0,L2HB,HB,0,nf,4,39,,,,
13,januyot,m,0,L2HB,HB,0,nf,7,39,,,,
13,matanot,m,1,L2HB,HB,0,f,6,39,,,,
13,yamim,m,0,L2HB,HB,0,f,4,39,,,,
13,mitot,m,1,L2HB,HB,0,f,7,39,,,,
13,shtijim,m,1,L2HB,HB,0,f,6,39,,,,
13,tojniot,m,0,L2HB,HB,0,nf,2,39,,,,
13,sfarim,m,0,L2HB,HB,0,nf,6,39,,,,
13,seratim,m,0,L2HB,HB,0,f,3,39,,,,B
14,haoalim,m,0,L2HB,HB,0,f,5,14,,,,
14,heshojliot,m,0,L2HB,HB,0,nf,1,14,,,,
14,ubalim,m,0,L2HB,HB,0,nf,1,14,,,,
14,daltot,m,0,L2HB,HB,0,nf,1,14,,,,
14,psukim,m,0,L2HB,HB,0,f,4,14,,,,
14,dbarim,m,0,L2HB,HB,0,nf,1,14,,,,
14,mehot,m,0,L2HB,HB,0,f,1,14,,,,
14,todot,m,0,L2HB,HB,0,nf,3,14,,,,
14,januyot,m,0,L2HB,HB,0,nf,1,14,,,,
14,matanot,m,0,L2HB,HB,0,f,5,14,,,,
14,yamim,m,0,L2HB,HB,0,f,1,14,,,,
14,mitot,m,0,L2HB,HB,0,f,7,14,,,,
14,shtijim,m,0,L2HB,HB,0,f,5,14,,,,
14,tojniot,m,0,L2HB,HB,0,nf,1,14,,,,
14,sfarim,m,0,L2HB,HB,0,nf,3,14,,,,
14,seratim,m,0,L2HB,HB,0,f,2,14,,,,
15,haoalim,m,1,L2HB,HB,0,f,6,26,,,,B
15,heshojliot,m,0,L2HB,HB,0,nf,3,26,,,,
15,ubalim,m,0,L2HB,HB,0,nf,3,26,,,,
15,daltot,m,0,L2HB,HB,0,nf,2,26,,,,
15,psukim,m,0,L2HB,HB,0,f,7,26,,,,
15,dbarim,m,0,L2HB,HB,0,nf,5,26,,,,
15,mehot,m,0,L2HB,HB,0,f,9,26,,,,
15,todot,m,0,L2HB,HB,0,nf,1,26,,,,
15,januyot,m,0,L2HB,HB,0,nf,4,26,,,,
15,matanot,m,0,L2HB,HB,0,f,7,26,,,,
15,yamim,m,0,L2HB,HB,0,f,2,26,,,,
15,mitot,m,0,L2HB,HB,0,f,8,26,,,,
15,shtijim,m,0,L2HB,HB,0,f,7,26,,,,
15,tojniot,m,0,L2HB,HB,0,nf,4,26,,,,
15,sfarim,m,0,L2HB,HB,0,nf,1,26,,,,
15,seratim,m,0,L2HB,HB,0,f,5,26,,,,
16,haoalim,m,0,L2HB,HB,0,f,1,11,,,,B
16,heshojliot,m,0,L2HB,HB,0,nf,6,11,,,,
16,ubalim,m,0,L2HB,HB,0,nf,1,11,,,,
16,daltot,m,0,L2HB,HB,0,nf,1,11,,,,
16,psukim,m,0,L2HB,HB,0,f,9,11,,,,
16,dbarim,m,0,L2HB,HB,0,nf,1,11,,,,
16,mehot,m,0,L2HB,HB,0,f,1,11,,,,
16,todot,m,0,L2HB,HB,0,nf,1,11,,,,
16,januyot,m,0,L2HB,HB,0,nf,1,11,,,,
16,matanot,m,0,L2HB,HB,0,f,9,11,,,,
16,yamim,m,0,L2HB,HB,0,f,1,11,,,,
16,mitot,m,0,L2HB,HB,0,f,1,11,,,,
16,shtijim,m,0,L2HB,HB,0,f,9,11,,,,
16,tojniot,m,0,L2HB,HB,0,nf,1,11,,,,
16,sfarim,m,0,L2HB,HB,0,nf,1,11,,,,
16,seratim,m,0,L2HB,HB,0,f,1,11,,,,
17,haoalim,m,0,L2HB,HB,0,f,5,21,,,,B
17,heshojliot,m,0,L2HB,HB,0,nf,2,21,,,,
17,ubalim,m,0,L2HB,HB,0,nf,5,21,,,,
17,daltot,m,0,L2HB,HB,0,nf,5,21,,,,
17,psukim,m,0,L2HB,HB,0,f,5,21,,,,
17,dbarim,m,0,L2HB,HB,0,nf,2,21,,,,
17,mehot,m,0,L2HB,HB,0,f,5,21,,,,
17,todot,m,0,L2HB,HB,0,nf,3,21,,,,
17,januyot,m,0,L2HB,HB,0,nf,5,21,,,,
17,matanot,m,0,L2HB,HB,0,f,5,21,,,,
17,yamim,m,0,L2HB,HB,0,f,5,21,,,,
17,mitot,m,1,L2HB,HB,0,f,5,21,,,,
17,shtijim,m,0,L2HB,HB,0,f,5,21,,,,
17,tojniot,m,0,L2HB,HB,0,nf,2,21,,,,
17,sfarim,m,0,L2HB,HB,0,nf,3,21,,,,
17,seratim,m,0,L2HB,HB,0,f,5,21,,,,
18,haoalim,m,0,L2HB,HB,0,f,8,38,,,,I
18,heshojliot,m,0,L2HB,HB,0,nf,3,38,,,,
18,ubalim,m,0,L2HB,HB,0,nf,4,38,,,,
18,daltot,m,0,L2HB,HB,0,nf,3,38,,,,
18,psukim,m,0,L2HB,HB,0,f,8,38,,,,
18,dbarim,m,0,L2HB,HB,0,nf,3,38,,,,
18,mehot,m,1,L2HB,HB,0,f,9,38,,,,
18,todot,m,0,L2HB,HB,0,nf,4,38,,,,
18,januyot,m,0,L2HB,HB,0,nf,3,38,,,,
18,matanot,m,0,L2HB,HB,0,f,8,38,,,,
18,yamim,m,0,L2HB,HB,0,f,9,38,,,,
18,mitot,m,0,L2HB,HB,0,f,5,38,,,,
18,shtijim,m,0,L2HB,HB,0,f,8,38,,,,
18,tojniot,m,0,L2HB,HB,0,nf,3,38,,,,
18,sfarim,m,0,L2HB,HB,0,nf,5,38,,,,
18,seratim,m,0,L2HB,HB,0,f,4,38,,,,
19,haoalim,m,0,L2HB,HB,0,f,1,36,,,,I
19,heshojliot,m,0,L2HB,HB,0,nf,3,36,,,,
19,ubalim,m,0,L2HB,HB,0,nf,2,36,,,,
19,daltot,m,0,L2HB,HB,0,nf,1,36,,,,
19,psukim,m,0,L2HB,HB,0,f,7,36,,,,
19,dbarim,m,0,L2HB,HB,0,nf,2,36,,,,
19,mehot,m,0,L2HB,HB,0,f,5,36,,,,
19,todot,m,0,L2HB,HB,0,nf,1,36,,,,
19,januyot,m,0,L2HB,HB,0,nf,7,36,,,,
19,matanot,m,1,L2HB,HB,0,f,3,36,,,,
19,yamim,m,0,L2HB,HB,0,f,2,36,,,,
19,mitot,m,1,L2HB,HB,0,f,3,36,,,,
19,shtijim,m,0,L2HB,HB,0,f,4,36,,,,
19,tojniot,m,0,L2HB,HB,0,nf,1,36,,,,
19,sfarim,m,0,L2HB,HB,0,nf,3,36,,,,
19,seratim,m,1,L2HB,HB,0,f,3,36,,,,
20,haoalim,m,1,L2HB,HB,0,f,5,42,,,,A
20,heshojliot,m,0,L2HB,HB,0,nf,3,42,,,,
20,ubalim,m,1,L2HB,HB,0,nf,3,42,,,,
20,daltot,m,0,L2HB,HB,0,nf,1,42,,,,
20,psukim,m,1,L2HB,HB,0,f,5,42,,,,
20,dbarim,m,0,L2HB,HB,0,nf,2,42,,,,
20,mehot,m,1,L2HB,HB,0,f,5,42,,,,
20,todot,m,0,L2HB,HB,0,nf,1,42,,,,
20,januyot,m,0,L2HB,HB,0,nf,7,42,,,,
20,matanot,m,1,L2HB,HB,0,f,6,42,,,,
20,yamim,m,1,L2HB,HB,0,f,5,42,,,,
20,mitot,m,1,L2HB,HB,0,f,5,42,,,,
20,shtijim,m,1,L2HB,HB,0,f,5,42,,,,
20,tojniot,m,0,L2HB,HB,0,nf,1,42,,,,
20,sfarim,m,0,L2HB,HB,0,nf,3,42,,,,
20,seratim,m,1,L2HB,HB,0,f,5,42,,,,
21,haoalim,m,1,L2HB,HB,0,f,3,47,,,,A
21,heshojliot,m,0,L2HB,HB,0,nf,3,47,,,,
21,ubalim,m,0,L2HB,HB,0,nf,3,47,,,,
21,daltot,m,0,L2HB,HB,0,nf,3,47,,,,
21,psukim,m,1,L2HB,HB,0,f,3,47,,,,
21,dbarim,m,0,L2HB,HB,0,nf,3,47,,,,
21,mehot,m,1,L2HB,HB,0,f,5,47,,,,
21,todot,m,0,L2HB,HB,0,nf,3,47,,,,
21,januyot,m,0,L2HB,HB,0,nf,6,47,,,,
21,matanot,m,1,L2HB,HB,0,f,3,47,,,,
21,yamim,m,1,L2HB,HB,0,f,5,47,,,,
21,mitot,m,1,L2HB,HB,0,f,5,47,,,,
21,shtijim,m,1,L2HB,HB,0,f,3,47,,,,
21,tojniot,m,0,L2HB,HB,0,nf,3,47,,,,
21,sfarim,m,0,L2HB,HB,0,nf,3,47,,,,
21,seratim,m,1,L2HB,HB,0,f,3,47,,,,
22,haoalim,m,0,L2HB,HB,0,f,1,9,,,,B
22,heshojliot,m,0,L2HB,HB,0,nf,3,9,,,,
22,ubalim,m,0,L2HB,HB,0,nf,1,9,,,,
22,daltot,m,0,L2HB,HB,0,nf,3,9,,,,
22,psukim,m,1,L2HB,HB,0,f,1,9,,,,
22,dbarim,m,0,L2HB,HB,0,nf,4,9,,,,
22,mehot,m,0,L2HB,HB,0,f,1,9,,,,
22,todot,m,0,L2HB,HB,0,nf,1,9,,,,
22,januyot,m,0,L2HB,HB,0,nf,4,9,,,,
22,matanot,m,1,L2HB,HB,0,f,1,9,,,,
22,yamim,m,1,L2HB,HB,0,f,1,9,,,,
22,mitot,m,0,L2HB,HB,0,f,5,9,,,,
22,shtijim,m,0,L2HB,HB,0,f,1,9,,,,
22,tojniot,m,0,L2HB,HB,0,nf,1,9,,,,
22,sfarim,m,0,L2HB,HB,0,nf,1,9,,,,
22,seratim,m,1,L2HB,HB,0,f,5,9,,,,
23,haoalim,m,1,L2HB,HB,0,f,7,58,,,,A
23,heshojliot,m,1,L2HB,HB,0,nf,6,58,,,,
23,ubalim,m,1,L2HB,HB,0,nf,6,58,,,,
23,daltot,m,1,L2HB,HB,0,nf,3,58,,,,
23,psukim,m,1,L2HB,HB,0,f,9,58,,,,
23,dbarim,m,0,L2HB,HB,0,nf,5,58,,,,
23,mehot,m,1,L2HB,HB,0,f,7,58,,,,
23,todot,m,1,L2HB,HB,0,nf,3,58,,,,
23,januyot,m,0,L2HB,HB,0,nf,4,58,,,,
23,matanot,m,1,L2HB,HB,0,f,9,58,,,,
23,yamim,m,1,L2HB,HB,0,f,6,58,,,,
23,mitot,m,1,L2HB,HB,0,f,6,58,,,,
23,shtijim,m,1,L2HB,HB,0,f,7,58,,,,
23,tojniot,m,0,L2HB,HB,0,nf,3,58,,,,
23,sfarim,m,1,L2HB,HB,0,nf,7,58,,,,
23,seratim,m,1,L2HB,HB,0,f,5,58,,,,
24,haoalim,m,0,L2HB,HB,0,f,2,14,,,,B
24,heshojliot,m,0,L2HB,HB,0,nf,5,14,,,,
24,ubalim,m,0,L2HB,HB,0,nf,5,14,,,,
24,daltot,m,0,L2HB,HB,0,nf,3,14,,,,
24,psukim,m,0,L2HB,HB,0,f,2,14,,,,
24,dbarim,m,0,L2HB,HB,0,nf,3,14,,,,
24,mehot,m,0,L2HB,HB,0,f,5,14,,,,
24,todot,m,0,L2HB,HB,0,nf,5,14,,,,
24,januyot,m,0,L2HB,HB,0,nf,5,14,,,,
24,matanot,m,0,L2HB,HB,0,f,3,14,,,,
24,yamim,m,0,L2HB,HB,0,f,5,14,,,,
24,mitot,m,0,L2HB,HB,0,f,5,14,,,,
24,shtijim,m,0,L2HB,HB,0,f,5,14,,,,
24,tojniot,m,0,L2HB,HB,0,nf,5,14,,,,
24,sfarim,m,0,L2HB,HB,0,nf,5,14,,,,
24,seratim,m,0,L2HB,HB,0,f,3,14,,,,
25,haoalim,m,1,L2HB,HB,0,f,9,20,,,,
25,heshojliot,m,0,L2HB,HB,0,nf,9,20,,,,
25,ubalim,m,0,L2HB,HB,0,nf,9,20,,,,
25,daltot,m,0,L2HB,HB,0,nf,6,20,,,,
25,psukim,m,1,L2HB,HB,0,f,9,20,,,,
25,dbarim,m,0,L2HB,HB,0,nf,6,20,,,,
25,mehot,m,1,L2HB,HB,0,f,8,20,,,,
25,todot,m,0,L2HB,HB,0,nf,6,20,,,,
25,januyot,m,0,L2HB,HB,0,nf,7,20,,,,
25,matanot,m,1,L2HB,HB,0,f,9,20,,,,
25,yamim,m,1,L2HB,HB,0,f,8,20,,,,
25,mitot,m,1,L2HB,HB,0,f,9,20,,,,
25,shtijim,m,1,L2HB,HB,0,f,9,20,,,,
25,tojniot,m,0,L2HB,HB,0,nf,6,20,,,,
25,sfarim,m,0,L2HB,HB,0,nf,9,20,,,,
25,seratim,m,1,L2HB,HB,0,f,8,20,,,,
26,haoalim,m,0,L2HB,HB,0,f,7,28,,,,I
26,heshojliot,m,0,L2HB,HB,0,nf,5,28,,,,
26,ubalim,m,0,L2HB,HB,0,nf,4,28,,,,
26,daltot,m,0,L2HB,HB,0,nf,5,28,,,,
26,psukim,m,0,L2HB,HB,0,f,7,28,,,,
26,dbarim,m,0,L2HB,HB,0,nf,7,28,,,,
26,mehot,m,0,L2HB,HB,0,f,7,28,,,,
26,todot,m,0,L2HB,HB,0,nf,5,28,,,,
26,januyot,m,0,L2HB,HB,0,nf,5,28,,,,
26,matanot,m,0,L2HB,HB,0,f,7,28,,,,
